Reaction.Type,y,I,day
1,1,155,22.61375759
1,1,156,22.61738776
2,0,157,22.61978618
2,0,156,22.63229491
1,1,155,22.66176323
1,1,156,22.67911951
2,0,157,22.70706967
2,0,156,22.79269481
2,0,155,22.80776198
2,0,154,22.81226435
1,1,153,22.83541532
1,1,154,22.84670833
2,0,155,22.85021433
1,1,154,22.85137112
2,0,155,22.86601735
1,1,154,22.88087189
1,1,155,22.88687815
1,1,156,22.89548312
1,1,157,22.89595889
2,0,158,22.89694814
1,1,157,22.90710885
2,0,158,22.91609437
2,0,157,22.93048514
1,1,156,22.94633712
1,1,157,22.95102312
2,0,158,22.97025623
2,0,157,22.97188525
1,1,156,23.0067191
1,1,157,23.0084277
2,0,158,23.0191908
1,1,157,23.01952082
1,1,158,23.02260808
2,0,159,23.02437649
1,1,158,23.11319252
1,1,159,23.1173616
1,1,160,23.12171214
1,1,161,23.12611075
2,0,162,23.134567
1,1,161,23.13465044
1,1,162,23.13730175
1,1,163,23.1598816
2,0,164,23.16961906
1,1,163,23.18387146
1,1,164,23.18760638
2,0,165,23.2270993
1,1,164,23.27533051
1,1,165,23.27697917
1,1,166,23.28548373
1,1,167,23.32171881
1,1,168,23.32504513
1,1,169,23.33294514
1,1,170,23.34511166
1,1,171,23.37529077
1,1,172,23.38118067
2,0,173,23.39077304
1,1,172,23.3962429
1,1,173,23.40331446
1,1,174,23.40895216
1,1,175,23.41340747
1,1,176,23.41801351
1,1,177,23.42315658
2,0,178,23.4505594
2,0,177,23.50863027
1,1,176,23.51362106
1,1,177,23.52101499
1,1,178,23.52192564
1,1,179,23.54849342
1,1,180,23.56435352
1,1,181,23.56703295
1,1,182,23.57111706
1,1,183,23.57682333
1,1,184,23.58419151
1,1,185,23.59432768
1,1,186,23.61606919
1,1,187,23.66409038
1,1,188,23.67442197
1,1,189,23.68620451
1,1,190,23.68995174
2,0,191,23.70827821
1,1,190,23.71026955
1,1,191,23.71410448
1,1,192,23.73795253
2,0,193,23.77007009
1,1,192,23.77017037
1,1,193,23.78584651
1,1,194,23.79304418
1,1,195,23.82263778
2,0,196,23.83117076
1,1,195,23.83342449
1,1,196,23.84146825
1,1,197,23.8562546
1,1,198,23.86661933
2,0,199,23.88313942
1,1,198,23.9167586
1,1,199,23.92368779
1,1,200,23.96725747
1,1,201,23.97987071
1,1,202,24.02990096
1,1,203,24.03375204
2,0,204,24.03688477
1,1,203,24.0376062
1,1,204,24.04782015
1,1,205,24.06009919
1,1,206,24.06074137
2,0,207,24.14826016
2,0,206,24.15707969
1,1,205,24.16087399
2,0,206,24.17843009
1,1,205,24.19766059
1,1,206,24.20362874
1,1,207,24.21054829
2,0,208,24.21102103
2,0,207,24.22125791
1,1,206,24.22207414
1,1,207,24.22710907
2,0,208,24.25371508
1,1,207,24.26272253
1,1,208,24.2643315
2,0,209,24.26547371
1,1,208,24.28472546
2,0,209,24.30901143
1,1,208,24.31800193
1,1,209,24.32472071
2,0,210,24.34447592
1,1,209,24.34634226
1,1,210,24.37488199
1,1,211,24.37903594
1,1,212,24.38892168
1,1,213,24.42104035
1,1,214,24.44938478
1,1,215,24.46210095
1,1,216,24.46435148
1,1,217,24.46713592
1,1,218,24.46941665
1,1,219,24.47282429
1,1,220,24.47801381
1,1,221,24.49078554
1,1,222,24.5375116
1,1,223,24.54251755
1,1,224,24.54396675
1,1,225,24.55029352
1,1,226,24.5508246
1,1,227,24.55560257
1,1,228,24.55726514
2,0,229,24.5688863
1,1,228,24.59131653
2,0,229,24.60051221
1,1,228,24.60195914
1,1,229,24.60436767
1,1,230,24.60674197
1,1,231,24.62067569
1,1,232,24.62939402
1,1,233,24.63414617
1,1,234,24.64204998
1,1,235,24.64563717
1,1,236,24.66525454
1,1,237,24.66622083
2,0,238,24.6701855
2,0,237,24.67524203
2,0,236,24.69926788
1,1,235,24.70091698
2,0,236,24.70597577
2,0,235,24.72087224
2,0,234,24.72837337
1,1,233,24.73950588
2,0,234,24.74796978
1,1,233,24.75987975
1,1,234,24.76078154
1,1,235,24.76278489
1,1,236,24.77713187
2,0,237,24.78875924
2,0,236,24.79143216
1,1,235,24.83565092
2,0,236,24.87783158
1,1,235,24.88366766
1,1,236,24.89136648
1,1,237,24.90024086
1,1,238,24.90707575
2,0,239,24.92533392
1,1,238,24.94587275
1,1,239,24.9553539
1,1,240,24.97038815
2,0,241,24.99813966
1,1,240,25.01649252
2,0,241,25.04581183
1,1,240,25.06615742
1,1,241,25.08769126
2,0,242,25.08807545
1,1,241,25.0953814
1,1,242,25.1325999
1,1,243,25.13837504
2,0,244,25.14519119
1,1,243,25.15159384
2,0,244,25.161331
2,0,243,25.16659791
1,1,242,25.16672936
1,1,243,25.17425026
1,1,244,25.17743138
1,1,245,25.18454224
2,0,246,25.20135601
1,1,245,25.20204016
1,1,246,25.21217704
1,1,247,25.21374971
1,1,248,25.22445694
1,1,249,25.23443372
1,1,250,25.24383835
2,0,251,25.25266843
1,1,250,25.25329635
2,0,251,25.25815596
1,1,250,25.25917851
1,1,251,25.26097927
1,1,252,25.26119694
1,1,253,25.26339025
2,0,254,25.26565772
1,1,253,25.27089874
1,1,254,25.27472996
2,0,255,25.27900541
2,0,254,25.29590639
1,1,253,25.31405049
2,0,254,25.32205724
1,1,253,25.3244693
1,1,254,25.33154334
2,0,255,25.33271249
1,1,254,25.33620451
1,1,255,25.33693792
2,0,256,25.34011232
1,1,255,25.34059089
2,0,256,25.3484875
1,1,255,25.36022813
2,0,256,25.36032989
1,1,255,25.37063325
1,1,256,25.37138845
1,1,257,25.39121072
1,1,258,25.40038817
1,1,259,25.40527591
2,0,260,25.40653947
1,1,259,25.4140666
2,0,260,25.44402016
2,0,259,25.45520607
1,1,258,25.45716354
2,0,259,25.47205283
2,0,258,25.51674364
1,1,257,25.52015971
1,1,258,25.53786423
2,0,259,25.54807805
2,0,258,25.55096927
2,0,257,25.56884734
2,0,256,25.56950461
1,1,255,25.57960442
2,0,256,25.58506769
1,1,255,25.60328644
2,0,256,25.60515737
1,1,255,25.64597056
2,0,256,25.64683983
1,1,255,25.65260587
1,1,256,25.65603972
1,1,257,25.67583502
2,0,258,25.68068485
2,0,257,25.6890732
2,0,256,25.69073552
2,0,255,25.71223313
1,1,254,25.71763407
1,1,255,25.74020038
2,0,256,25.74685935
1,1,255,25.7494769
2,0,256,25.76124637
1,1,255,25.76654267
2,0,256,25.77616571
1,1,255,25.78127788
1,1,256,25.78674316
1,1,257,25.79132865
1,1,258,25.8020935
1,1,259,25.82135959
1,1,260,25.82681834
1,1,261,25.82732037
2,0,262,25.83531204
1,1,261,25.85884754
2,0,262,25.86452341
1,1,261,25.86817579
1,1,262,25.8755534
1,1,263,25.89528452
2,0,264,25.9137232
1,1,263,25.91481831
1,1,264,25.92559574
2,0,265,25.92621837
1,1,264,25.92755645
2,0,265,25.93789686
1,1,264,25.95319265
1,1,265,25.96086728
2,0,266,25.97742316
1,1,265,25.99338126
1,1,266,26.00903087
1,1,267,26.01035544
2,0,268,26.01117003
2,0,267,26.01994693
1,1,266,26.02019593
2,0,267,26.04596087
2,0,266,26.04805632
2,0,265,26.06206382
1,1,264,26.06443628
1,1,265,26.07587124
1,1,266,26.08769321
2,0,267,26.09053406
1,1,266,26.0941605
1,1,267,26.10557679
1,1,268,26.11150418
1,1,269,26.11191698
1,1,270,26.11678316
2,0,271,26.12727444
1,1,270,26.13757075
2,0,271,26.15029015
1,1,270,26.15162432
2,0,271,26.15993812
2,0,270,26.16178847
1,1,269,26.16269114
1,1,270,26.17774169
2,0,271,26.18231071
1,1,270,26.18246855
1,1,271,26.1843521
1,1,272,26.19051383
2,0,273,26.19740834
2,0,272,26.21577965
1,1,271,26.21813561
2,0,272,26.22105398
1,1,271,26.23305692
1,1,272,26.24457681
1,1,273,26.24976924
1,1,274,26.25362269
2,0,275,26.27613242
2,0,274,26.28449151
1,1,273,26.28484358
2,0,274,26.28669464
1,1,273,26.28783825
2,0,274,26.30096382
2,0,273,26.31916024
1,1,272,26.35455189
2,0,273,26.35652516
1,1,272,26.36049092
2,0,273,26.36612252
2,0,272,26.36889721
2,0,271,26.37159302
1,1,270,26.37468107
2,0,271,26.37521242
1,1,270,26.37613987
1,1,271,26.38138545
1,1,272,26.38505668
2,0,273,26.39299574
2,0,272,26.39924802
2,0,271,26.40092523
1,1,270,26.41181962
1,1,271,26.41545464
1,1,272,26.42634253
1,1,273,26.42868556
2,0,274,26.43844144
1,1,273,26.43979666
2,0,274,26.43989006
1,1,273,26.44571546
2,0,274,26.44689314
2,0,273,26.44842611
1,1,272,26.4776286
2,0,273,26.48420865
2,0,272,26.49039256
2,0,271,26.49100872
1,1,270,26.49623123
1,1,271,26.50214599
2,0,272,26.51468436
1,1,271,26.51887544
1,1,272,26.53123102
1,1,273,26.54059275
1,1,274,26.55112123
1,1,275,26.55131998
2,0,276,26.55476073
2,0,275,26.58561363
2,0,274,26.59093465
2,0,273,26.59266561
2,0,272,26.59385137
2,0,271,26.62795111
1,1,270,26.64024153
2,0,271,26.6461572
2,0,270,26.64708861
2,0,269,26.64975973
2,0,268,26.65278553
2,0,267,26.6602772
1,1,266,26.68112917
2,0,267,26.68134368
2,0,266,26.72736864
2,0,265,26.73218692
2,0,264,26.7332321
2,0,263,26.7349655
2,0,262,26.75640875
1,1,261,26.78211177
1,1,262,26.79518548
2,0,263,26.81108975
1,1,262,26.81509527
1,1,263,26.81805432
2,0,264,26.84814005
1,1,263,26.85790569
2,0,264,26.87300163
2,0,263,26.89667222
1,1,262,26.8971659
1,1,263,26.91383151
1,1,264,26.92050589
1,1,265,26.93419883
2,0,266,26.94026892
1,1,265,26.98307106
1,1,266,26.98425942
1,1,267,26.98540743
1,1,268,26.99197742
2,0,269,27.00347448
2,0,268,27.01022421
1,1,267,27.01060833
1,1,268,27.0168719
1,1,269,27.02030866
1,1,270,27.04950699
2,0,271,27.05158284
2,0,270,27.0618837
1,1,269,27.06333946
2,0,270,27.06919164
1,1,269,27.08889557
2,0,270,27.09430567
1,1,269,27.09952133
1,1,270,27.10169353
1,1,271,27.10809983
2,0,272,27.11018612
2,0,271,27.12071538
1,1,270,27.12929801
1,1,271,27.1303466
2,0,272,27.14405121
1,1,271,27.1875189
2,0,272,27.19709835
1,1,271,27.20473901
2,0,272,27.20741847
1,1,271,27.22074466
2,0,272,27.22130956
2,0,271,27.22260766
1,1,270,27.22590572
2,0,271,27.22708429
2,0,270,27.24276797
1,1,269,27.24798491
1,1,270,27.24810147
2,0,271,27.25252182
1,1,270,27.26237895
2,0,271,27.26384049
2,0,270,27.28975926
1,1,269,27.29221056
2,0,270,27.29814156
1,1,269,27.30820313
1,1,270,27.3091782
2,0,271,27.31071545
2,0,270,27.31366267
2,0,269,27.32136637
1,1,268,27.34444549
1,1,269,27.34499562
2,0,270,27.34556832
1,1,269,27.34609992
2,0,270,27.34856332
1,1,269,27.36935559
2,0,270,27.37283641
1,1,269,27.38191943
1,1,270,27.38900582
1,1,271,27.39904112
1,1,272,27.40963387
1,1,273,27.41030221
2,0,274,27.4104816
2,0,273,27.41512993
2,0,272,27.43028163
2,0,271,27.4471508
1,1,270,27.45177939
2,0,271,27.4571486
2,0,270,27.45787019
1,1,269,27.46834232
1,1,270,27.48322726
1,1,271,27.50164897
1,1,272,27.50314415
1,1,273,27.5144547
1,1,274,27.51625757
1,1,275,27.52190178
1,1,276,27.52240751
1,1,277,27.53041672
1,1,278,27.53181945
1,1,279,27.53291081
2,0,280,27.56273956
2,0,279,27.58382144
1,1,278,27.59871995
2,0,279,27.61557801
1,1,278,27.62417897
2,0,279,27.64909088
2,0,278,27.65238481
1,1,277,27.65368877
1,1,278,27.65574112
2,0,279,27.66636951
1,1,278,27.67048721
1,1,279,27.70037015
2,0,280,27.70104133
2,0,279,27.71435079
1,1,278,27.72245874
2,0,279,27.73143178
1,1,278,27.73306042
2,0,279,27.7501377
2,0,278,27.75410639
2,0,277,27.76012904
1,1,276,27.76030665
2,0,277,27.76157797
1,1,276,27.77284208
1,1,277,27.78648852
1,1,278,27.79073555
2,0,279,27.79482306
2,0,278,27.80819895
1,1,277,27.81995616
1,1,278,27.82123435
2,0,279,27.85146168
2,0,278,27.85561985
1,1,277,27.8646737
1,1,278,27.8799744
1,1,279,27.89696615
2,0,280,27.90017685
1,1,279,27.90100856
1,1,280,27.90548349
1,1,281,27.90571843
1,1,282,27.90736321
1,1,283,27.90955522
2,0,284,27.92161802
1,1,283,27.93145885
1,1,284,27.946489
2,0,285,27.95307048
2,0,284,27.95793067
2,0,283,27.96328102
1,1,282,27.97266305
1,1,283,27.97362675
2,0,284,27.97857919
2,0,283,28.01028463
1,1,282,28.01824943
2,0,283,28.02919636
1,1,282,28.03265672
1,1,283,28.03847633
2,0,284,28.03955765
1,1,283,28.05749408
2,0,284,28.05782983
2,0,283,28.06929272
1,1,282,28.07738951
2,0,283,28.07958013
1,1,282,28.09070373
1,1,283,28.09214295
1,1,284,28.09832661
2,0,285,28.100458
1,1,284,28.1055136
2,0,285,28.10815192
1,1,284,28.1084921
2,0,285,28.12756388
2,0,284,28.13491697
1,1,283,28.17805331
2,0,284,28.18541455
1,1,283,28.18702501
2,0,284,28.18804307
1,1,283,28.19094296
2,0,284,28.19354935
1,1,283,28.19663792
2,0,284,28.20815913
1,1,283,28.20894521
1,1,284,28.21383735
2,0,285,28.23286236
2,0,284,28.23450629
1,1,283,28.25474918
2,0,284,28.25987192
1,1,283,28.26838598
1,1,284,28.27086012
1,1,285,28.27481562
1,1,286,28.2793456
1,1,287,28.29194103
1,1,288,28.29245298
1,1,289,28.3033311
1,1,290,28.30406983
1,1,291,28.30826796
2,0,292,28.3157521
1,1,291,28.32279221
2,0,292,28.32383489
2,0,291,28.3300152
1,1,290,28.33244824
1,1,291,28.33591919
1,1,292,28.33824142
2,0,293,28.34112254
2,0,292,28.35316516
1,1,291,28.35459779
2,0,292,28.35986197
2,0,291,28.36142918
2,0,290,28.36233325
2,0,289,28.37245905
2,0,288,28.37474499
1,1,287,28.3821553
1,1,288,28.38930844
2,0,289,28.39782926
1,1,288,28.40272653
2,0,289,28.41227728
2,0,288,28.41560404
2,0,287,28.41745322
1,1,286,28.42906829
1,1,287,28.43251353
2,0,288,28.45376695
1,1,287,28.45515435
2,0,288,28.48653062
2,0,287,28.49371863
1,1,286,28.49543251
1,1,287,28.52329826
1,1,288,28.53183618
2,0,289,28.53781362
1,1,288,28.53902275
1,1,289,28.54554506
2,0,290,28.54929268
2,0,289,28.55178832
1,1,288,28.55871497
2,0,289,28.56007055
1,1,288,28.57061125
1,1,289,28.58174781
1,1,290,28.5881966
1,1,291,28.59123183
1,1,292,28.59663427
2,0,293,28.60560285
1,1,292,28.60631147
2,0,293,28.61475164
2,0,292,28.61616476
1,1,291,28.62133442
2,0,292,28.62225963
2,0,291,28.62253942
1,1,290,28.62518414
2,0,291,28.62527074
2,0,290,28.63668632
2,0,289,28.6374122
1,1,288,28.64106189
1,1,289,28.64379979
1,1,290,28.64759655
2,0,291,28.65168937
1,1,290,28.65311802
1,1,291,28.65901862
2,0,292,28.66928565
2,0,291,28.68303265
2,0,290,28.69335149
1,1,289,28.69466292
1,1,290,28.69474914
2,0,291,28.72136039
2,0,290,28.74562889
1,1,289,28.76584132
1,1,290,28.77103296
1,1,291,28.77442628
2,0,292,28.78477434
1,1,291,28.78495273
2,0,292,28.78502309
2,0,291,28.78805091
1,1,290,28.79304129
2,0,291,28.79454051
2,0,290,28.82519371
1,1,289,28.83447828
1,1,290,28.83635694
1,1,291,28.84188856
2,0,292,28.842125
1,1,291,28.84439828
2,0,292,28.84562464
2,0,291,28.84762199
2,0,290,28.86186026
2,0,289,28.86274907
2,0,288,28.86797723
2,0,287,28.8696343
1,1,286,28.88993807
2,0,287,28.89240908
1,1,286,28.89974393
2,0,287,28.90670494
1,1,286,28.90831095
1,1,287,28.91700983
2,0,288,28.91737915
2,0,287,28.91985447
1,1,286,28.9257042
2,0,287,28.9362616
1,1,286,28.94455547
1,1,287,28.94478674
1,1,288,28.94820263
1,1,289,28.95253083
2,0,290,28.95330521
2,0,289,28.96269051
2,0,288,28.96458521
2,0,287,28.9646714
1,1,286,28.96524662
1,1,287,28.97806244
1,1,288,28.99254144
2,0,289,28.99408896
2,0,288,29.00934602
1,1,287,29.01583179
2,0,288,29.01982048
2,0,287,29.01986726
2,0,286,29.02181681
2,0,285,29.02771024
1,1,284,29.0302608
1,1,285,29.03897235
2,0,286,29.0402577
2,0,285,29.0404377
1,1,284,29.04301302
2,0,285,29.05050602
1,1,284,29.05221206
2,0,285,29.08630061
1,1,284,29.08849954
1,1,285,29.09948949
1,1,286,29.10036526
2,0,287,29.10775449
2,0,286,29.11402982
2,0,285,29.12140154
1,1,284,29.12744766
1,1,285,29.13398596
2,0,286,29.13538881
2,0,285,29.14089132
2,0,284,29.14140055
1,1,283,29.14413253
1,1,284,29.15805909
2,0,285,29.15848911
1,1,284,29.16688613
1,1,285,29.17525117
2,0,286,29.17611941
1,1,285,29.18190136
1,1,286,29.19931894
1,1,287,29.20658318
1,1,288,29.20719249
2,0,289,29.22898027
2,0,288,29.25237952
1,1,287,29.25779686
2,0,288,29.25782574
2,0,287,29.26104271
1,1,286,29.26902282
1,1,287,29.27166974
2,0,288,29.27392745
2,0,287,29.28718943
1,1,286,29.28776815
1,1,287,29.29102468
1,1,288,29.29960835
2,0,289,29.30411235
2,0,288,29.34163024
1,1,287,29.34741327
1,1,288,29.34761964
1,1,289,29.35684364
1,1,290,29.35743784
1,1,291,29.38003128
2,0,292,29.38050617
1,1,291,29.39038414
2,0,292,29.40953997
1,1,291,29.41298396
1,1,292,29.41961543
2,0,293,29.434204
1,1,292,29.44386096
1,1,293,29.45530549
2,0,294,29.46207726
1,1,293,29.46495395
2,0,294,29.46504724
2,0,293,29.46821707
2,0,292,29.47252766
1,1,291,29.47572281
1,1,292,29.47929737
2,0,293,29.47943853
1,1,292,29.48740066
1,1,293,29.49835568
2,0,294,29.51240076
2,0,293,29.51896078
2,0,292,29.52375211
1,1,291,29.52528344
1,1,292,29.53776005
1,1,293,29.53834462
1,1,294,29.54927614
2,0,295,29.56408909
2,0,294,29.56917037
1,1,293,29.5728488
1,1,294,29.58325422
2,0,295,29.5999723
1,1,294,29.60627333
1,1,295,29.61486633
1,1,296,29.61645919
1,1,297,29.62327225
1,1,298,29.62467267
1,1,299,29.62706168
2,0,300,29.64538632
1,1,299,29.65058509
1,1,300,29.65141363
2,0,301,29.65156256
1,1,300,29.65332586
1,1,301,29.65617725
1,1,302,29.67598091
1,1,303,29.68001615
1,1,304,29.68057893
1,1,305,29.7002849
1,1,306,29.70150796
2,0,307,29.70488418
1,1,306,29.70539836
1,1,307,29.72727518
1,1,308,29.734916
2,0,309,29.73915406
2,0,308,29.74770192
1,1,307,29.74854737
1,1,308,29.74932968
2,0,309,29.7525035
2,0,308,29.75267093
1,1,307,29.75417145
2,0,308,29.76042684
1,1,307,29.76167001
2,0,308,29.78670151
2,0,307,29.80148585
2,0,306,29.80565013
1,1,305,29.83434109
2,0,306,29.8352665
1,1,305,29.84038529
2,0,306,29.84306626
2,0,305,29.84524458
1,1,304,29.87110817
2,0,305,29.89822868
1,1,304,29.9092096
1,1,305,29.91437002
2,0,306,29.92166847
1,1,305,29.92540292
2,0,306,29.92927147
2,0,305,29.93355799
1,1,304,29.94081641
2,0,305,29.943936
2,0,304,29.94916665
2,0,303,29.96991981
2,0,302,29.97603981
1,1,301,29.98085522
2,0,302,29.98565
2,0,301,29.98907724
1,1,300,30.0133036
2,0,301,30.01534025
1,1,300,30.01702437
2,0,301,30.01711541
1,1,300,30.0277008
2,0,301,30.0489222
1,1,300,30.0505832
2,0,301,30.0514473
1,1,300,30.05153757
2,0,301,30.05634861
2,0,300,30.059215
1,1,299,30.06701542
1,1,300,30.06798406
1,1,301,30.08769671
1,1,302,30.08898469
1,1,303,30.10381441
1,1,304,30.10645074
1,1,305,30.11284728
2,0,306,30.13288771
2,0,305,30.1344414
2,0,304,30.1426853
1,1,303,30.14904845
1,1,304,30.16226605
2,0,305,30.16693535
2,0,304,30.16888756
1,1,303,30.17121053
1,1,304,30.17487159
2,0,305,30.17772755
1,1,304,30.18054866
1,1,305,30.19656203
1,1,306,30.1983221
2,0,307,30.20199822
1,1,306,30.20490377
1,1,307,30.21317617
1,1,308,30.21402754
1,1,309,30.21508529
1,1,310,30.22054289
1,1,311,30.22103897
1,1,312,30.22763622
2,0,313,30.22792025
2,0,312,30.2320453
1,1,311,30.23633562
1,1,312,30.23733792
2,0,313,30.23909315
1,1,312,30.2424987
1,1,313,30.2432736
2,0,314,30.24705717
1,1,313,30.27008853
1,1,314,30.28750718
2,0,315,30.30391187
2,0,314,30.30726307
1,1,313,30.31184426
2,0,314,30.33049577
1,1,313,30.34243493
1,1,314,30.3453719
2,0,315,30.35419995
1,1,314,30.35433167
1,1,315,30.36318999
1,1,316,30.36703273
1,1,317,30.37057488
2,0,318,30.37561771
1,1,317,30.38095651
2,0,318,30.38864613
1,1,317,30.39081847
1,1,318,30.4021231
1,1,319,30.40280956
1,1,320,30.40460866
2,0,321,30.40825887
1,1,320,30.41238018
2,0,321,30.41513986
2,0,320,30.44380768
1,1,319,30.44897958
1,1,320,30.44903011
2,0,321,30.45402536
1,1,320,30.45720984
1,1,321,30.45880484
1,1,322,30.46646278
2,0,323,30.48303041
1,1,322,30.48622056
2,0,323,30.48690009
2,0,322,30.49225267
1,1,321,30.49500077
1,1,322,30.49574514
2,0,323,30.50151456
1,1,322,30.50865218
1,1,323,30.51583159
1,1,324,30.51654211
1,1,325,30.52532645
2,0,326,30.52571586
1,1,325,30.525995
1,1,326,30.53489147
2,0,327,30.56964967
1,1,326,30.57967171
1,1,327,30.58492978
2,0,328,30.58786478
1,1,327,30.59204403
2,0,328,30.60778521
2,0,327,30.61638361
1,1,326,30.61795809
1,1,327,30.61921552
1,1,328,30.61934479
2,0,329,30.65057687
1,1,328,30.65180539
1,1,329,30.65326427
2,0,330,30.6728275
1,1,329,30.67387764
1,1,330,30.68120155
2,0,331,30.68768826
1,1,330,30.69630905
2,0,331,30.69694608
1,1,330,30.69833477
1,1,331,30.7181307
2,0,332,30.72119477
1,1,331,30.72817902
1,1,332,30.733857
2,0,333,30.74047551
1,1,332,30.76459481
1,1,333,30.76603571
2,0,334,30.77059547
2,0,333,30.7776259
2,0,332,30.78309576
1,1,331,30.79015547
2,0,332,30.79022625
1,1,331,30.79045912
1,1,332,30.79836404
1,1,333,30.80458879
2,0,334,30.80903153
1,1,333,30.81186384
1,1,334,30.81670109
1,1,335,30.81681359
1,1,336,30.81821215
2,0,337,30.83480373
2,0,336,30.83493942
1,1,335,30.85279121
2,0,336,30.86274669
1,1,335,30.86467067
1,1,336,30.86554258
2,0,337,30.87602852
1,1,336,30.877245
1,1,337,30.87759075
1,1,338,30.89369319
2,0,339,30.89841636
1,1,338,30.90011238
1,1,339,30.91431956
2,0,340,30.93030997
2,0,339,30.9359482
1,1,338,30.94453869
2,0,339,30.94486394
2,0,338,30.94530301
2,0,337,30.96329792
1,1,336,30.97740556
1,1,337,30.99321054
2,0,338,30.99859484
1,1,337,30.9995267
2,0,338,31.0041252
1,1,337,31.00539979
1,1,338,31.01149802
2,0,339,31.01736846
1,1,338,31.01910225
1,1,339,31.02221583
1,1,340,31.02748831
1,1,341,31.03862023
2,0,342,31.03911956
1,1,341,31.0402051
2,0,342,31.04594724
1,1,341,31.04622269
1,1,342,31.05194828
1,1,343,31.05840678
2,0,344,31.05932141
1,1,343,31.07703494
1,1,344,31.08630185
1,1,345,31.0869415
1,1,346,31.09394137
1,1,347,31.09451715
1,1,348,31.09969567
1,1,349,31.10874096
2,0,350,31.11525647
1,1,349,31.1170105
2,0,350,31.13937499
1,1,349,31.14339974
1,1,350,31.14528593
2,0,351,31.16935629
2,0,350,31.16997969
2,0,349,31.1711879
1,1,348,31.17280537
1,1,349,31.17354384
